urn:cts:greekLit:tlg0011.tlg001.fu.sp:1.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403228
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405276
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405277
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405278
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405279
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405280
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405281
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431060
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431061
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431062
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432478
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432479
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432480
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1256138342
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T1256138343
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124439964
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03124439965
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T03124832882
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T03124832883
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404252
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404253
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401411
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430325
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1011.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430432
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404872
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404873
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404874
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404875
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404876
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404877
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404878
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404879
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431399
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403608
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430206
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408406
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408407
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T03124431264
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402173
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402174
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430300
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430301
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405904
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430067
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431486
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405261
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405262
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405263
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405264
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405265
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405266
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405267
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405268
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405269
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405270
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405271
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405272
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430379
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430380
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1012.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430381
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409851
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406331
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312402224
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430031
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430227
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430340
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403920
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408645
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430126
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431475
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406496
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1013.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406497
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404161
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405428
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405429
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405430
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404177
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124842585
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124842586
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T03124842587
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405974
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405975
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404177
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.9	urn:cite2:fufolio:greekmorph.2026a:20260610T1705537923
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.9	urn:cite2:fufolio:greekmorph.2026a:20260610T1705537924
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1014.1.text.token.9	urn:cite2:fufolio:greekmorph.2026a:20260610T1705537925
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260610T13221310116
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260610T13221310117
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T13221310116
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260610T13221310117
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03125115548
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03125115549
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03125115550
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03125115551
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03125115552
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430147
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430742
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312519742
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312519743
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312519744
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312519745
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530557
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530558
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312530559
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401917
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1015a.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401918
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.speaker.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409518
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403474
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406078
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406079
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406080
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406081
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430072
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431973
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422226
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312422227
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432689
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.5	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406536
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1016.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406536
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010254
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T03124010255
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404509
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312404510
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03125122700
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T03125122701
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.4	urn:cite2:fufolio:greekmorph.2026a:20260607T0312407484
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406038
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406039
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406040
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406444
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406445
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312406446
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403418
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403419
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403420
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403421
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.8	urn:cite2:fufolio:greekmorph.2026a:20260607T0312403422
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.9	urn:cite2:fufolio:greekmorph.2026a:20260607T03124442401
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.9	urn:cite2:fufolio:greekmorph.2026a:20260607T03124442402
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1017.1.text.token.9	urn:cite2:fufolio:greekmorph.2026a:20260607T03124442403
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409405
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409406
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409407
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409408
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409409
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409410
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430434
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430435
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430436
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.10	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405632
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.10	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405633
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.10	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405634
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.10	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430374
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.10	urn:cite2:fufolio:greekmorph.2026a:20260608T1833433143
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.11	urn:cite2:fufolio:greekmorph.2026a:20260607T0312400821
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.11	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430366
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.11	urn:cite2:fufolio:greekmorph.2026a:20260608T1833432273
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312517834
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T0312517835
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408391
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260607T0312405840
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430427
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.6	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430465
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260607T0312401357
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430014
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833430254
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1018.1.text.token.7	urn:cite2:fufolio:greekmorph.2026a:20260608T1833431461
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.1	urn:cite2:fufolio:greekmorph.2026a:20260607T0312408789
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427723
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427724
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427725
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427726
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427727
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427728
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427729
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427730
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427731
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427732
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427733
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427734
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427735
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427736
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427737
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427738
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427739
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427740
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.2	urn:cite2:fufolio:greekmorph.2026a:20260607T03124427741
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409405
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409406
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409407
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409408
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409409
urn:cts:greekLit:tlg0011.tlg001.fu.sp:1019.1.text.token.3	urn:cite2:fufolio:greekmorph.2026a:20260607T0312409410
